Compound	KEGG_ID
AS 4370	C13494
Myebrol	C13522
Novamin	C13524
Ampalex	C13675
RU-0211	C13707
AMP-PCP	C13741
202-791	C13762
HMR1556	C13778
TRAM-34	C13784
SR95531	C13796
RU 5135	C13797
D-23129	C13826
NS 1619	C13833
NS 1608	C13835
iGb3Cer	C13924
iGb4Cer	C13925
iGb5Cer	C13926
ML-236B	C13963
"1,1-DCE"	C14039
ML-236C	C14043
ML-236A	C14183
PCB 153	C14201
PCB 155	C14202
Penemac	C14295
Dicofol	C14301
Dinoseb	C14302
Z-Furan	C14306
Pynamin	C14337
PCB 106	C14365
PCB 116	C14366
PCB 133	C14367
PCB 209	C14368
PCB 136	C14369
Equilin	C14392
Trp-P-2	C14416
"2,4-DCA"	C14419
Glyoxal	C14448
Bis-GMA	C14511
PCB 126	C14573
Karphos	C14580
CB 1414	C14626
Neozone	C14694
"2,5-DCA"	C14712
Dacthal	C14744
20-HETE	C14748
Zeranol	C14752
13-KODE	C14765
"5,6-EET"	C14768
"8,9-EET"	C14769
12-KETE	C14807
Fe(III)	C14819
Y 23684	C14838
Chloral	C14866
Adopron	C14972
CCI 779	C15182
NSC4928	C15344
Bismuth	C15471
Lithium	C15473
CV 2961	C15551
Quinone	C15602
Flavone	C15608
GW 6471	C15620
GW 7647	C15622
GW 9544	C15623
GW 2433	C15624
GW 0742	C15625
GW 1929	C15626
GW 9662	C15627
GW 3965	C15631
GW 4064	C15635
GW-4064	C15635
6-ECDCA	C15636
XCT 790	C15641
GW 0791	C15644
Kni 102	C15654
KNI-272	C15655
TMC 126	C15659
A 77003	C15660
A 80987	C15661
Dmp 323	C15662
CMN 131	C15663
Pederin	C15760
SW 163C	C15763
A28086B	C15834
TMC-151	C15838
Galanin	C15901
T-kinin	C16008
Ghrelin	C16025
Motilin	C16047
Humanin	C16068
GnRH-II	C16084
Litorin	C16174
Scymnol	C16260
Okenone	C16280
Geosmin	C16286
Delphin	C16312
10-OPDA	C16325
Proline	C16435
Leucine	C16439
Diketol	C16509
Patulin	C16748
Sabinen	C16777
Goitrin	C16817
Afzelin	C16911
Arctiin	C16915
Bufalin	C16922
Cyperol	C16945
Hinesol	C16970
Quassin	C17012
Quassin	C17013
S-donor	C17023
Quassin	C17029
Obtusin	C17040
Lanosol	C17098
Obtusol	C17121
Aplysin	C17132
Alismol	C17462
Rengyol	C17527
Devoton	C17530
Tereton	C17530
Icariin	C17555
Aloin B	C17778
Civetol	C17815
Immepip	C17932
Shionon	C17966
SF-2052	C17979
KA-5685	C17998
PCDD 54	C18099
PCDD 66	C18100
PCDD 67	C18101
PCDD 70	C18102
PCDD 73	C18103
PCDF 83	C18104
PCDF 94	C18105
PCB 169	C18115
PCB 105	C18116
PCB 114	C18117
PCB 118	C18118
PCB 123	C18119
PCB 156	C18120
PCB 157	C18121
PCB 167	C18122
PCB 189	C18123
BDE 153	C18137
BDE 154	C18138
BDE 175	C18139
BDE 183	C18140
Metiram	C18144
PCDD 75	C18180
PBDE 99	C18203
PBDE 49	C18204
PBDE 47	C18205
Camphor	C18369
Fosetyl	C18401
Isouron	C18432
Siduron	C18435
Dazomet	C18457
Ioxynil	C18546
Dicamba	C18597
Fumarin	C18599
Dalapon	C18600
"2,2-DPA"	C18600
Famphur	C18658
Phorate	C18690
Ametryn	C18700
Phosmet	C18756
MGK 264	C18795
Ofurace	C18800
Temefos	C18809
Propham	C18887
Tebutam	C18896
Mebenil	C18913
Glyodin	C18940
Zectran	C18952
Isodrin	C18961
Kelevan	C18962
Dimefox	C18980
Fonofos	C18987
Menazon	C19006
Mipafox	C19008
Aramite	C19019
Nellite	C19035
Buturon	C19074
Monuron	C19087
Diallat	C19094
Atraton	C19098
Ipazine	C19103
Noruron	C19111
Pydanon	C19128
Pindone	C19141
Sesamex	C19146
S-Seven	C19148
Triafur	C19189
Asphalt	C19200
Glu-P-1	C19244
Glu-P-2	C19245
Magenta	C19252
Fuchsin	C19252
Trp-P-1	C19306
Nylon 6	C19492
Polytef	C19507
Textone	C19523
Sudan I	C19525
Pevikon	C19546
Zeolite	C19576
Mn(III)	C19611
Coriose	C19612
Estrane	C19641
Aglycon	C19645
Selagin	C19739
Pyrrole	C19907
Halomon	C19916
Parkeol	C19918
Aconine	C19990
Virol A	C19993
Virol B	C19994
C-CTX 1	C20003
Apamine	C20048
Indopan	C20127
Taxusin	C20152
Cubebol	C20172
Eugenin	C20210
Steviol	C20212
AMD 070	C20266
Propane	C20783
MM 4550	C20815
HIP-CoA	C20838
L-Ara4N	C20931
4-HFC-P	C20954
Pyruvate	C00022
Acceptor	C00028
Dextrose	C00031
Zinc ion	C00038
Acyl-CoA	C00040
L-Lysine	C00047
L-Serine	C00065
Methanal	C00067
Formalin	C00067
Aldehyde	C00071
Tyrosine	C00082
Catechol	C00090
Levulose	C00095
Glycerol	C00116
Glycerin	C00116
D-Biotin	C00120
D-Ribose	C00121
Fumarate	C00122
Methanol	C00132
Inositol	C00137
Benzenol	C00146
L-Malate	C00149
Lecithin	C00157
Seminose	C00159
Agmatine	C00179
Benzoate	C00180
D-Xylose	C00181
Glycogen	C00182
L-Valine	C00183
Calomide	C00194
Ceramide	C00195
Cobamide	C00210
Collagen	C00211
Butyrate	C00246
Hydrogen	C00282
Creatine	C00300
Cephalin	C00350
Levodopa	C00355
Retinene	C00376
Thiamine	C00378
Cytosine	C00380
Dolichol	C00381
Malonate	C00383
Neomycin	C00384
Xanthine	C00385
Mannitol	C00392
Adonitol	C00474
Cytidine	C00475
D-Lyxose	C00476
Ecdysone	C00477
Lichenin	C00478
Lichenan	C00478
Propanal	C00479
Pullulan	C00480
Pyrazole	C00481
Sinapate	C00482
Tyramine	C00483
Melitose	C00492
D-Malate	C00497
Erythrol	C00503
Phycitol	C00503
Acrylate	C00511
Pantoate	C00522
(CH3)2NH	C00543
Cyclosin	C00639
Nitrogen	C00697
Chloride	C00698
Glycitol	C00717
Ubenimex	C00732
Chitosan	C00734
Cortisol	C00735
Cysteine	C00736
D-Aldose	C00737
D-Hexose	C00738
D-Lysine	C00739
D-Serine	C00740
Diacetyl	C00741
Biacetyl	C00741
Fluoride	C00742
Macrocin	C00744
Nicotine	C00745
Oxytocin	C00746
Ocytocin	C00746
Pyridine	C00747
Siroheme	C00748
Spermine	C00750
Squalene	C00751
Supraene	C00751
Thrombin	C00752
Tungsten	C00753
Vanillin	C00755
Tretin M	C00777
Sorbitol	C00794
Gulonate	C00800
Valerate	C00803
Prunasin	C00844
Tartrate	C00898
Sinapine	C00933
Gynesine	C01004
D-Fucose	C01018
L-Fucose	C01019
(CH3)3NO	C01104
Caffeate	C01197
Anserine	C01262
Diiodine	C01382
n-Octane	C01387
l-Cocain	C01416
Xanthene	C01464
3-Cresol	C01467
m-Cresol	C01467
4-Cresol	C01468
p-Cresol	C01468
Acacetin	C01470
Acrolein	C01471
Propenal	C01471
Alizarin	C01474
Apigenin	C01477
Atropine	C01479
Caffeate	C01481
Chalcone	C01484
Chlorate	C01485
Chlorite	C01486
D-Allose	C01487
D-Apiose	C01488
D-Iditol	C01489
Dermatan	C01490
Factor H	C01491
Farnesol	C01493
Ferulate	C01494
Flavonol	C01495
Fructose	C01496
Gelatine	C01498
Geranial	C01499
Geraniol	C01500
Glucagon	C01501
Guaiacol	C01502
Indanone	C01504
Kallidin	C01505
L-Glycol	C01506
L-Iditol	C01507
L-Lyxose	C01508
L-Xylose	C01510
Loganate	C01512
Lupinate	C01513
Luteolin	C01514
Morphine	C01516
Naproxen	C01517
Nigerose	C01518
Pachyman	C01520
Pregnane	C01523
R'C(R)SH	C01525
Ricinine	C01526
Scopolin	C01527
Selenide	C01528
Selenium	C01529
Stearate	C01530
Sulindac	C01531
Syringin	C01533
Tyrosine	C01536
Urethane	C01537
Viomycin	C01540
Warfarin	C01541
o-Cresol	C01542
Nopaline	C01682
Ornaline	C01683
Dulcitol	C01697
Resorcin	C01751
Linderol	C01766
Alginate	C01768
Vicianin	C01870
Amimycin	C01946
Daturine	C02046
D-Glucan	C02257
PGF2beta	C02314
Fructose	C02336
Arginine	C02385
Alkanate	C02403
Arabinan	C02474
Pimelate	C02656
Aldoxime	C02658
Propioin	C02948
L-Abrine	C02983
Lumazine	C03212
Colitose	C03348
Farnesal	C03461
Dopamine	C03758
Meglutol	C03761
Piperine	C03882
Linalool	C03985
Lysopine	C04020
Allysine	C04076
Octopine	C04137
Tomentin	C04581
Cosmetin	C04608
Leucenol	C04771
Apioside	C04858
Ribulose	C05052
P-II-UMP	C05326
Azurinox	C05357
Electron	C05359
Phytoene	C05421
Lycopene	C05432
Biocytin	C05552
Rutoside	C05625
Fosfonet	C05682
Selenite	C05684
Selenate	C05697
Catalase	C05784
Urobilin	C05794
Galactan	C05796
Coumarin	C05851
Cyanidin	C05905
Cyanidol	C05905
IdB 1027	C05905
IdB 1056	C05908
Iodopsin	C05917
Linatine	C05939
Bepantol	C05944
Zentinic	C05944
Medullin	C05953
Propanol	C05979
Pentosan	C06016
Comphene	C06076
Camphene	C06076
Limonene	C06078
PR-toxin	C06079
PR Toxin	C06079
Hopanoid	C06084
Abietate	C06087
Thebaine	C06173
Guo-3'-P	C06193
Vanadium	C06267
Chromium	C06268
D-Valine	C06417
D-Gulose	C06465
D-Talose	C06467
Abequose	C06471
WIN54954	C06493
WIN I(S)	C06497
WIN56291	C06499
Cupreine	C06530
Harmalol	C06537
Ajmaline	C06542
Ethylene	C06547
Atrazine	C06551
Nystatin	C06572
p-Cymene	C06575
p-Cumate	C06578
Biphenyl	C06588
Thiophos	C06604
Paraoxon	C06606
Imipenem	C06665
Tosylate	C06677
Rifampin	C06688
Monensin	C06693
Arsenite	C06697
Argentum	C06710
p-Xylene	C06756
Acarbose	C06802
Amikacin	C06820
Wellvone	C06835
Bepridil	C06847
Busulfan	C06862
Cefaclor	C06877
Cefixime	C06881
Cromolyn	C06928
Diazepam	C06948
Enoxacin	C06979
beta-BHC	C06988
Etodolac	C06991
Losartan	C07072
Loxapine	C07104
Mafenide	C07106
Menadiol	C07126
Tolmetin	C07149
Tramadol	C07153
m-Xylene	C07208
o-Xylene	C07212
Zolpidem	C07219
Naloxone	C07252
Sulcatol	C07288
Suprofen	C07320
Quazepam	C07336
Oxazepam	C07359
Pipracil	C07361
Prazepam	C07366
Prazosin	C07368
Probucol	C07373
Procaine	C07375
Pyrantel	C07409
Pindolol	C07445
Lobeline	C07475
Caffeine	C07481
Zaleplon	C07484
Carbaryl	C07491
Carbaril	C07491
GP 47779	C07493
Malaoxon	C07498
Propofol	C07523
Ketamine	C07525
Marcaine	C07529
Pimozide	C07566
Rotenone	C07593
Succimer	C07598
BN 52022	C07603
BN 52024	C07604
Abacavir	C07624
Thiotepa	C07641
Gossypol	C07667
Buformin	C07674
Miglitol	C07708
Fluorene	C07715
Ethotoin	C07839
Butamben	C07875
Ursodiol	C07880
Pemoline	C07899
RS 61443	C07908
Riluzole	C07937
Dezocine	C08010
Cefdinir	C08110
Cefepime	C08111
Cortisyl	C08173
Cymarose	C08234
Lychnose	C08242
Rutinose	C08247
Sesamose	C08248
Fucoidan	C08253
Canaline	C08270
Galegine	C08303
Muscimol	C08311
Psilocin	C08312
Volkenin	C08344
Dodecane	C08374
Aethusin	C08395
Capillin	C08398
Sinalbin	C08426
Sinigrin	C08427
Amataine	C08433
Tentoxin	C08441
Eutypine	C08448
Asimicin	C08467
Cibarian	C08473
Isotan B	C08494
Caranine	C08521
Caribine	C08522
Cavinine	C08524
Lycorine	C08532
Uvaricin	C08572
Crocetin	C08588
Helenien	C08597
Norbixin	C08608
Torulene	C08613
Hispidol	C08644
Cassaine	C08670
Garryine	C08685
Hetisine	C08687
Icaceine	C08689
Malvidin	C08716
Peonidin	C08726
Ammeline	C08733
Ammelide	C08734
Melamine	C08737
Brusatol	C08754
Ichangin	C08768
Rutaevin	C08779
Salannin	C08780
Lophenol	C08825
Adynerin	C08845
Asclepin	C08849
Calactin	C08854
Decoside	C08860
Divaside	C08863
Deltonin	C08894
Parillin	C08906
Aridanin	C08922
Colubrin	C08936
Cyclamin	C08938
Musennin	C08960
Ziziphin	C08991
Biflorin	C08996
Affinine	C09021
Baloxine	C09045
Visnagin	C09049
Alectrol	C09059
Cafestol	C09066
Carnosol	C09069
Clerodin	C09075
Coleonol	C09076
Columbin	C09077
Gnidicin	C09095
Gnididin	C09096
Inflexin	C09111
Isodonal	C09117
Lathyrol	C09125
Ceceline	C09130
Mezerein	C09134
Montanin	C09135
Montanol	C09137
Palmarin	C09151
Ergosine	C09167
Podolide	C09173
Portulal	C09175
Sclareol	C09183
Gabunine	C09195
Taxodone	C09196
Lenticin	C09213
Ibogaine	C09214
Vobasine	C09253
Vomicine	C09255
Decursin	C09258
Fraxetin	C09265
Marmesin	C09276
Achillin	C09287
Amaralin	C09291
Ambrosin	C09292
Anisatin	C09294
Artabsin	C09301
Psoralen	C09305
Pteryxin	C09307
Visnadin	C09316
Alpinine	C09331
Angoline	C09336
Ankorine	C09337
Anonaine	C09339
Baileyin	C09349
Corpaine	C09393
Leucodin	C09394
Drimenin	C09399
Eleganin	C09401
Enhydrin	C09405
Cularine	C09411
Fetidine	C09441
Glaucine	C09446
Geigerin	C09456
Granilin	C09470
Inulicin	C09483
Lactucin	C09489
Matricin	C09499
Broussin	C09505
Orizabin	C09521
Picrotin	C09528
Plenolin	C09531
Quadrone	C09537
Radiatin	C09539
Ridentin	C09540
Saupirin	C09547
Spicatin	C09551
Macoline	C09580
Narceine	C09591
Nitidine	C09595
Vulgarin	C09600
Canellal	C09626
Centarol	C09632
Diffutin	C09636
Debneyol	C09653
Thalmine	C09659
Xylopine	C09670
Ovalicin	C09674
Humulene	C09684
Rishitin	C09715
Farrerol	C09734
Agnuside	C09765
Catalpol	C09773
Naringin	C09789
Valtrate	C09801
Odoratol	C09807
Poncirin	C09830
Annotine	C09852
Fenchone	C09859
Cernuine	C09860
Lycodine	C09876
Pulegone	C09893
Lippione	C09896
Selagine	C09897
Arenaine	C09912
Bergenin	C09919
Brazilin	C09920
Cyperine	C09923
Garcinol	C09929
Chaksine	C09940
Kolanone	C09948
Maclurin	C09951
Uvaretin	C09978
Yangonin	C09980
Acerosin	C09982
Tecomine	C09988
Baicalin	C10025
Galangin	C10044
Gossypin	C10051
Athyriol	C10052
Gartanin	C10063
Gentisin	C10066
Lancerin	C10075
Chinomin	C10077
Morellin	C10085
Orientin	C10114
Primetin	C10121
Carpaine	C10135
Fagomine	C10144
Guvacine	C10149
Mearsine	C10158
Myosmine	C10160
Pinidine	C10165
Tambulin	C10189
Thymonin	C10191
Tricetin	C10192
Daidzein	C10208
Alnusiin	C10211
Eugeniin	C10224
Geraniin	C10230
Coelogin	C10251
Flavidin	C10258
Gnetin A	C10260
Hircinol	C10261
Orchinol	C10272
Doronine	C10286
Acamelin	C10290
Alkannin	C10292
Europine	C10301
Danthron	C10312
Indicine	C10326
Dunnione	C10337
Echinone	C10338
Jacobine	C10339
Lapachol	C10366
Purpurin	C10395
Rapanone	C10399
Rubiadin	C10402
Supinine	C10403
Dalpanin	C10416
Deguelin	C10417
Anethole	C10428
Carpacin	C10435
Curcumin	C10443
Elemicin	C10451
Furcatin	C10458
Melannin	C10504
Prunetin	C10521
Puerarin	C10524
Sumatrol	C10532
Shekanin	C10533
Vestitol	C10540
Burseran	C10547
Anantine	C10568
Decaline	C10589
Homaline	C10599
Lilaline	C10602
Lunarine	C10603
Pilosine	C10610
Taxine A	C10619
Honokiol	C10630
Acronine	C10632
Arborine	C10642
Magnolol	C10651
Dubamine	C10661
Fagarine	C10676
Galipine	C10683
Humulone	C10695
Japonine	C10699
Lupulone	C10706
Maculine	C10714
Peganine	C10733
Vasicine	C10733
Cytisine	C10763
Antiarol	C10765
Lupanine	C10772
Lupinine	C10773
Panamine	C10778
Retamine	C10780
Solanine	C10820
Tomatine	C10827
Turgorin	C10837
Ecgonine	C10858
Styraxin	C10887
Cabucine	C10904
Bromacil	C10911
Glycidol	C10920
Alachlor	C10928
Terbacil	C10963
Idazoxan	C10968
Isoimide	C10971
Dicloran	C11000
Aldicarb	C11015
Preforan	C11064
Nitrofen	C11065
Molinate	C11086
FMC57020	C11095
Fipronil	C11099
Simazine	C11172
Pyronine	C11179
Nuarimol	C11185
Nonactin	C11186
Methomyl	C11196
Melitten	C11198
Melittin	C11198
SCE 2787	C11203
Sisthane	C11207
Arsenate	C11215
FMLP OMe	C11221
Colcemid	C11250
Carboxin	C11255
Amitrole	C11261
Biapenem	C11268
n-Hexane	C11271
Adefovir	C11277
f-NLP-ME	C11298
Apocynin	C11380
LY201116	C11485
IAARh123	C11599
Tween 20	C11624
Tween 80	C11625
Vanadate	C11627
UK-47265	C11701
SC-58125	C11705
SC-57666	C11706
Epanolol	C11773
Vinorine	C11807
Kaurenol	C11872
Kaurenal	C11873
Cembrene	C11893
Myrtenol	C11938
Myrtenal	C11939
HMR-3647	C12009
RU-66647	C12009
DMG-MINO	C12011
SM-17466	C12018
A-195773	C12020
LY333328	C12034
Fengycin	C12042
C15003P3	C12045
Tiamulin	C12065
NSC72114	C12075
Shisonin	C12096
AminoDHS	C12108
AminoDHQ	C12109
"3,4-AHBA"	C12115
Apiforol	C12124
Iturin A	C12266
PD116740	C12401
(S)-DNPA	C12434
Glutaral	C12518
Trifolin	C12626
Dialicor	C12886
Variotin	C12905
Bronopol	C13034
Exestrol	C13101
Lentinan	C13156
Dipyrone	C13229
SUN 5555	C13310
Kad 1229	C13326
Iodoform	C13383
Bufferin	C13400
Ferlixit	C13511
Secretin	C13523
(S)-ACPA	C13673
LY395153	C13676
Cunaniol	C13687
Dieldrin	C13718
Blue VRS	C13725
LY382884	C13730
(S)-ATPA	C13733
Selfotel	C13735
(R)-AMAA	C13739
Benzamil	C13751
Phenamil	C13752
BayK8644	C13758
FPL64176	C13759
Tiapamil	C13765
Emopamil	C13766
UCL 1684	C13783
Cetiedil	C13786
UCL 1608	C13788
CGS 7181	C13836
UK 78282	C13848
BW619C89	C13852
L 735821	C13853
Archaeol	C13863
Argiopin	C13927
CBS 113A	C14081
Tetralin	C14114
UR-12947	C14125
CGH 2466	C14128
"2,4'-DDE"	C14133
"o,p'-DDE"	C14133
Stovaine	C14169
Prometon	C14186
"o,p'-DDT"	C14187
Chrysene	C14222
Propanil	C14229
Furfural	C14279
Kelthane	C14301
Org 4333	C14307
Picloram	C14310
Butylate	C14323
Diazinon	C14324
Propoxur	C14334
Aprocarb	C14334
Heptanal	C14390
Thiourea	C14415
Fenthion	C14420
Acephate	C14426
Simetryn	C14457
Azomycin	C14531
Fenoprop	C14532
"2,4,5-TP"	C14532
Krm 1657	C14539
Percotol	C14554
Sumiherb	C14568
Cetadiol	C14631
SKI22936	C14632
Braxoron	C14647
Oranabol	C14665
Dibenzyl	C14685
Paraquat	C14701
"m,p'-DDD"	C14714
5-OxoETE	C14732
Amaranth	C14760
9-OxoODE	C14766
"5,6-DHET"	C14772
"8,9-DHET"	C14773
Iron(2+)	C14818
Iron(3+)	C14819
Nirvanol	C14916
L-365260	C15026
AP 23573	C15183
Mancozeb	C15225
Phenyl-P	C15439
EXP 3174	C15554
Catechol	C15571
Guaiacol	C15572
Chalcone	C15589
Pyranose	C15592
SR 12813	C15628
T0901317	C15630
GSK 4716	C15642
B 823-08	C15664
HC-toxin	C15676
Onnamide	C15762
UK 63598	C15764
Obscurin	C15827
Buccalin	C15862
Kassinin	C15873
Kemptide	C15875
L-Gulose	C15923
Bombesin	C15995
Guanylin	C16007
beta-LPH	C16019
PACAP-38	C16088
PACAP-27	C16089
Metastin	C16090
Orexin A	C16105
Orexin B	C16106
beta-MSH	C16136
Glycitin	C16195
"9,10-EOT"	C16324
9(S)-HOT	C16326
OPC8-CoA	C16327
OPC6-CoA	C16331
OPC4-CoA	C16335
2(R)-HOT	C16342
Asbestos	C16442
Geranate	C16461
Fluoride	C16487
Farnesal	C16501
Isoprene	C16521
4-OH-VPA	C16649
5-OH-VPA	C16650
3-OH-VPA	C16651
nor-LAAM	C16661
Acceptor	C16722
Citrinin	C16765
Sabinene	C16777
SQ 26180	C16842
Aplidine	C16862
Bombykol	C16873
KRN 7000	C16892
Perazine	C16903
Anemonin	C16913
Arundoin	C16916
Bornyval	C16920
Hysterol	C16920
Chavicol	C16930
Fargesin	C16957
Fernenol	C16958
Glycyrol	C16968
Kobusone	C16983
Lupenone	C16990
Physcion	C17045
Parienin	C17045
Bufogein	C17058
Safranal	C17062
Worenine	C17083
Zederone	C17085
Thelepin	C17100
Costatol	C17103
Machilol	C17124
Uncineol	C17124
Sceptrin	C17166
Kylinone	C17181
Shikonin	C17412
Astilbin	C17449
Alisol A	C17459
Alisol B	C17460
Alisol C	C17461
Fraxidin	C17479
Hamaudol	C17483
Ignavine	C17485
Zedoarol	C17490
Curdione	C17493
Cnidilin	C17503
Sugeonol	C17504
Cyperene	C17505
Panoside	C17523
Lotusine	C17567
Catechin	C17590
Handelin	C17613
Spinosin	C17834
Acerinol	C17842
Dimaprit	C17930
Irigenin	C17957
Shionone	C17966
GABA-ACP	C18007
Osthenol	C18080
Sphondin	C18081
Tricaine	C18090
PCDF 114	C18106
PCDF 118	C18107
PCDF 124	C18108
PCDF 121	C18109
PCDF 130	C18110
PCDF 131	C18111
PCDF 134	C18112
PCDF 135	C18113
beta-FNA	C18127
PBDE 154	C18138
18R-HEPE	C18177
Pretiron	C18182
Resistin	C18190
Anilofos	C18394
Ethephon	C18399
Daimuron	C18427
Propineb	C18450
Isoxaben	C18504
Flupoxam	C18543
Boscalid	C18547
Mepronil	C18548
Tiadinil	C18550
Butralin	C18582
Imazamox	C18598
Famophos	C18658
Mecarbam	C18661
Dicarzol	C18668
Dinoterb	C18671
Sulfotep	C18691
Terbufos	C18693
Diclofop	C18716
Imazalil	C18739
Mecoprop	C18742
Oxadixyl	C18753
Captafol	C18754
Pebulate	C18755
Cycloate	C18780
Fosamine	C18789
Pyridate	C18803
Temephos	C18809
Cryolite	C18816
Fenfuram	C18833
(R)-DNPA	C18835
Flurecol	C18856
Imazapyr	C18864
Naptalam	C18869
Oryzalin	C18877
Zoxamide	C18903
Butacarb	C18949
Promacyl	C18955
Telodrin	C18960
Bromofos	C18965
Butonate	C18967
Etrimfos	C18985
Isazofos	C19001
Schradan	C19015
Dialifor	C19028
Tetrasul	C19032
Cypromid	C19049
Flamprop	C19052
Monalide	C19053
Tricamba	C19057
Nitralin	C19064
Cycluron	C19109
Dimexano	C19118
Erionite	C19163
Auramine	C19193
Bitumens	C19200
Apholate	C19329
Azorubin	C19358
Coronene	C19375
Thiirane	C19419
Degranol	C19441
Nitrovin	C19487
Perylene	C19497
Povidone	C19509
Braxin C	C19515
Sudan II	C19526
Strobane	C19532
Hematite	C19555
Ferritin	C19608
Diketone	C19630
Turanose	C19636
(S-CoM)2	C19637
Acceptor	C19645
Furostan	C19663
Oleamide	C19670
Drimenol	C19743
Rhodopin	C19795
Myriocin	C19914
Safranin	C19919
Perakine	C19932
Cerberin	C19984
Taxine B	C19989
Onchidal	C20000
Toxin B1	C20018
Toxin B2	C20019
Toxin C2	C20020
PTX 251D	C20031
Adolapin	C20047
Bestoxin	C20063
Slotoxin	C20066
Gabonase	C20089
JZTX-III	C20101
Agelenin	C20115
Bombykal	C20128
Acridine	C20141
Acridone	C20142
Glutinol	C20188
Marneral	C20192
BRACO-19	C20202
Capsiate	C20203
Lipid II	C20497
Aflatrem	C20555
Kunzeaol	C20576
Butenone	C20701
NA 26975	C20816
Tabtoxin	C20917
SQ 26445	C20927
MM 42842	C20928
Nitroxyl	C20937
beta-NAD+	C00003
Phosphate	C00009
Adenylate	C00020
Glutamate	C00025
D-Glucose	C00031
Protoheme	C00032
Manganese	C00034
L-Alanine	C00041
Succinate	C00042
tRNA(n+1)	C00066
Ascorbate	C00072
Vitamin C	C00072
Carbamide	C00086
(6S)-THFA	C00101
Dipeptide	C00107
Vitamin H	C00120
L-Leucine	C00123
D-Alanine	C00133
Mercaptan	C00145
L-Proline	C00148
D-Mannose	C00159
Glycolate	C00160
Prussiate	C00177
Glycerone	C00184
L-Lactate	C00186
Adenosine	C00212
Sarcosine	C00213
Thymidine	C00214
1-Alcohol	C00226
Butanoate	C00246
L-Sorbose	C00247
Lipoamide	C00248
Palmitate	C00249
Pyridoxal	C00250
Brachiose	C00252
D-Lactate	C00256
Glycerate	C00258
Arylamine	C00292
L-Quinate	C00296
Thioether	C00297
Glutamate	C00302
Glutamine	C00303
Kanamycin	C00304
Pyridoxol	C00314
Sphingoid	C00319
Uric acid	C00366
Bemiparin	C00374
Carnosine	C00386
Guanosine	C00387
Histamine	C00388
Quercetin	C00389
Ubiquinol	C00390
L-Menthol	C00400
Halo acid	C00462
2-Acetoin	C00466
Vitamin A	C00473
Arylamide	C00484
Bilirubin	C00486
Carnitine	C00487
Formamide	C00488
Glutarate	C00489
Itaconate	C00490
L-Cystine	C00491
Raffinose	C00492
Gossypose	C00492
Shikimate	C00493
Sisomicin	C00494
Sulochrin	C00495
Ubiquitin	C00496
Erythrite	C00503
L-Lyxitol	C00532
Arterenol	C00547
Coniferol	C00590
Gentisate	C00628
Dinoprost	C00639
Enzaprost	C00639
Panacelan	C00639
2-Inosose	C00691
D-Aldose1	C00737
D-Aldose2	C00737
Tylosin C	C00744
Spinacene	C00751
1-Octanol	C00756
Berberine	C00757
Bergaptol	C00758
Caldesmon	C00759
Cellulose	C00760
Coniferin	C00761
Cortisone	C00762
D-Proline	C00763
D-Sorbose	C00764
Digitonin	C00765
Flavanone	C00766
Histidine	C00768
L-Idonate	C00770
Laminarin	C00771
Laminaran	C00771
Mevaldate	C00772
Pepstatin	C00773
Phloretin	C00774
Porphyran	C00775
Retinoate	C00777
Ro 1-5488	C00777
Rhodopsin	C00778
Scytalone	C00779
Serotonin	C00780
Tropinone	C00783
Urocanate	C00785
Vestitone	C00786
tRNA(Tyr)	C00787
L-Gulitol	C00794
Dicumarol	C00796
Oxalurate	C00802
d-Camphor	C00808
Glucarate	C00818
Catenulin	C00832
Estradiol	C00951
Caffearin	C01004
Trehalose	C01083
p-Toluate	C01454
ADP-sugar	C01469
Sakebiose	C01518
1-Octanal	C01545
2-Furoate	C01546
Acetylene	C01548
Agaritine	C01550
Allantoin	C01551
Amastatin	C01552
Amsacrine	C01553
Apramycin	C01555
Bergapten	C01557
Bile salt	C01558
Bile acid	C01558
Butirosin	C01559
Calcidiol	C01561
Calycosin	C01562
Carbamate	C01563
Cetraxate	C01564
Cyanamide	C01566
Cytomycin	C01567
D-Apiitol	C01569
D-Leucine	C01570
Decanoate	C01571
Digallate	C01572
Diphthine	C01573
Dynorphin	C01574
Ephedrine	C01575
Etoposide	C01576
Flavonoid	C01579
GDPhexose	C01581
Galactose	C01582
Hexanoate	C01585
Hippurate	C01586
Ibuprofen	C01588
Imidazole	C01589
Kievitone	C01590
Leupeptin	C01591
Licodione	C01592
Limonoate	C01593
Linamarin	C01594
Linoleate	C01595
Maleamate	C01596
Melatonin	C01598
Nonanoate	C01601
Ornithine	C01602
Phlorizin	C01604
Phthalate	C01606
Phytanate	C01607
Piroxicam	C01608
Protamine	C01609
Puromycin	C01610
R-CHOH-R'	C01612
Stachyose	C01613
Sulfamate	C01614
Sulfinate	C01615
Tauropine	C01616
Taxifolin	C01617
Testolate	C01618
Thiorphan	C01619
Threonate	C01620
Tolrestat	C01621
Vermelone	C01624
Vicianose	C01625
Vindoline	C01626
Vitamin K	C01628
Wax ester	C01629
Xylobiose	C01630
Z-Gly-Pro	C01632
1-Decanol	C01633
n-Decanol	C01633
tRNA(Ala)	C01635
tRNA(Arg)	C01636
tRNA(Asn)	C01637
tRNA(Asp)	C01638
tRNA(Cys)	C01639
tRNA(Gln)	C01640
